sku_id,pack_id_db,gtin,swissmedic_no8,preparation_id,product_name,description_de,form_type,form_type_raw,container_count,unit_count,volume_per_unit,volume_unit,total_volume,dose_count,multiplier,multiplied_count,total_units,substance_name,substance_qty,substance_qty_raw,substance_unit,total_substance,is_alt,annotation,parse_confidence,parse_pattern,org_gen_code,atc_code,public_price,exfactory_price
9249,5850,7680626630022,62663002,2231,Orlistat-Mepha,84 Stk,,,,84.0,,,,,,,84,Orlistatum,120.0,120,mg,10080.0,0,,HIGH,P9_SIMPLE,G,A08AB01,66.8,46.31
9250,13976,7680694170017,69417001,4431,Orserdu,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Elacestrantum,86.0,86,mg,2408.0,0,,HIGH,P5_FORM_STK,,L02BA04,2434.55,2223.46
9251,13977,7680694170024,69417002,4431,Orserdu,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Elacestrantum,86.0,86,mg,2408.0,0,,HIGH,P5_FORM_STK,,L02BA04,7608.3,7115.52
9252,5855,7680375230115,37523011,2234,Ospen 1500,Blist 12 Stk,BLISTER,Blist,12.0,12.0,,,,,,,12,Phenoxymethylpenicillinum kalicum,1.0,1,Mio UI,12.0,0,,HIGH,P5_FORM_STK,,J01CE02,12.2,2.73
9253,5856,7680375230382,37523038,2234,Ospen 1500,Blist 24 Stk,BLISTER,Blist,24.0,24.0,,,,,,,24,Phenoxymethylpenicillinum kalicum,1.0,1,Mio UI,24.0,0,,HIGH,P5_FORM_STK,,J01CE02,14.65,4.99
9254,5857,7680375230542,37523054,2234,Ospen 1500,Blist 12 Stk,BLISTER,Blist,12.0,12.0,,,,,,,12,Phenoxymethylpenicillinum kalicum,1.0,1,Mio UI,12.0,0,,HIGH,P5_FORM_STK,,J01CE02,13.3,3.74
9255,5858,7680375230627,37523062,2234,Ospen 1500,Blist 24 Stk,BLISTER,Blist,24.0,24.0,,,,,,,24,Phenoxymethylpenicillinum kalicum,1.0,1,Mio UI,24.0,0,,HIGH,P5_FORM_STK,,J01CE02,16.4,6.59
9256,5861,7680370570018,37057001,2235,Ospen 750,Fl 120 ml,BOTTLE,Fl,1.0,,120.0,ml,120.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P6_FORM_VOL,,J01CE10,16.45,6.65
9257,5864,7680370570025,37057002,2235,Ospen 750,Fl 120 ml,BOTTLE,Fl,1.0,,120.0,ml,120.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P6_FORM_VOL,,J01CE10,25.1,11.14
9258,13095,7680370570032,37057003,2235,Ospen 750,Fl 60 ml,BOTTLE,Fl,1.0,,60.0,ml,60.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P6_FORM_VOL,,J01CE10,16.2,6.4
9259,13096,7680370570049,37057004,2235,Ospen 750,Fl 120 ml,BOTTLE,Fl,1.0,,120.0,ml,120.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P6_FORM_VOL,,J01CE10,28.55,11.14
9260,5859,7680370570377,37057037,2235,Ospen 750,Fl 60 ml,BOTTLE,Fl,1.0,,60.0,ml,60.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P6_FORM_VOL,,J01CE10,13.2,3.63
9261,5860,7680370570452,37057045,2235,Ospen 750,120 ml,,,,,120.0,ml,120.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P9_SIMPLE,,J01CE10,15.85,6.6541
9262,5862,7680370570537,37057053,2235,Ospen 750,60 ml,,,,,60.0,ml,60.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P9_SIMPLE,,J01CE10,15.55,6.4
9263,5863,7680370570612,37057061,2235,Ospen 750,120 ml,,,,,120.0,ml,120.0,,,,1,Phenoxymethylpenicillinum benzathinum,0.4,0.4,Mio UI,0.4,0,,HIGH,P9_SIMPLE,,J01CE10,25.1,11.1398
9264,5865,7680556030022,55603002,2236,Ospolot,50 Stk,,,,50.0,,,,,,,50,Sultiamum,50.0,50,mg,2500.0,0,,HIGH,P9_SIMPLE,,N03AX03,33.05,15.28
9265,5866,7680556030060,55603006,2236,Ospolot,50 Stk,,,,50.0,,,,,,,50,Sultiamum,50.0,50,mg,2500.0,0,,HIGH,P9_SIMPLE,,N03AX03,71.4,50.58
9266,5867,7680123580165,12358016,2237,Ossopan 200,30 Stk,,,,30.0,,,,,,,30,Osseinum-hydroxyapatitum,200.0,200,mg,6000.0,0,,HIGH,P9_SIMPLE,,A12CX,4.05,2.205654
9267,5868,7680123580240,12358024,2237,Ossopan 200,150 Stk,,,,150.0,,,,,,,150,Osseinum-hydroxyapatitum,200.0,200,mg,30000.0,0,,HIGH,P9_SIMPLE,,A12CX,14.9,8.090304
9268,9028,7680569550036,56955003,2238,Osteocal D3,20 Stk,,,,20.0,,,,,,,20,Calcium ionisatum,1.2,1.2,g,24.0,0,,HIGH,P9_SIMPLE,,A12AX,13.0,7.05
9269,9029,7680569550043,56955004,2238,Osteocal D3,40 Stk,,,,40.0,,,,,,,40,Calcium ionisatum,1.2,1.2,g,48.0,0,,HIGH,P9_SIMPLE,,A12AX,22.9,12.41
9270,5869,7680569550203,56955020,2238,Osteocal D3,20 Stk,,,,20.0,,,,,,,20,Calcium ionisatum,1.2,1.2,g,24.0,0,,HIGH,P9_SIMPLE,,A12AX,13.05,7.08
9271,5870,7680569550227,56955022,2238,Osteocal D3,40 Stk,,,,40.0,,,,,,,40,Calcium ionisatum,1.2,1.2,g,48.0,0,,HIGH,P9_SIMPLE,,A12AX,23.0,12.46
9272,5872,7680653460012,65346001,2239,Otezla Starterpackung,27 Stk,,,,27.0,,,,,,,27,Apremilastum,30.0,30,mg,810.0,0,,HIGH,P9_SIMPLE,O,L04AA32,166.75,138.01
9273,5871,7680653460036,65346003,2239,Otezla Starterpackung,56 Stk,,,,56.0,,,,,,,56,Apremilastum,30.0,30,mg,1680.0,0,,HIGH,P9_SIMPLE,O,L04AA32,334.85,292.31
9274,5873,7680487970169,48797016,2240,Otofa,10 ml,,,,,10.0,ml,10.0,,,,1,Rifamycinum natricum,,20 000,UI,,0,,HIGH,P9_SIMPLE,,S02AA12,7.7,3.14
9275,9395,7680662550018,66255001,3458,Ovaleap,1 Stk,,,,1.0,,,,,,,1,Follitropinum alfa,300.0,300,UI,300.0,0,,HIGH,P9_SIMPLE,,G03GA05,116.55,92.05
9276,9396,7680662550025,66255002,3458,Ovaleap,1 Stk,,,,1.0,,,,,,,1,Follitropinum alfa,300.0,300,UI,300.0,0,,HIGH,P9_SIMPLE,,G03GA05,166.65,138.12
9277,9397,7680662550032,66255003,3458,Ovaleap,1 Stk,,,,1.0,,,,,,,1,Follitropinum alfa,300.0,300,UI,300.0,0,,HIGH,P9_SIMPLE,,G03GA05,312.65,272.39
9278,5875,7680241220349,24122034,2241,Ovestin,3x 30 Stk,,,,30.0,,,,,3.0,30.0,90,Estriolum,1.0,1,mg,90.0,0,,HIGH,P3_MULT_UNIT,,G03CA04,27.3,10.01
9279,5874,7680241220356,24122035,2241,Ovestin,30 Stk,,,,30.0,,,,,,,30,Estriolum,1.0,1,mg,30.0,0,,HIGH,P9_SIMPLE,,G03CA04,13.3,3.73
9280,5876,7680471830141,47183014,2242,Ovestin,15 Stk,,,,15.0,,,,,,,15,Estriolum,0.5,0.5,mg,7.5,0,,HIGH,P9_SIMPLE,,G03CA04,14.45,4.79
9281,5877,7680508440138,50844013,2243,Ovestin,Tb 15 g,TUBE,Tb,1.0,,15.0,g,15.0,,,,1,Estriolum,1.0,1,mg,1.0,0,,HIGH,P6_FORM_VOL,,G03CA04,25.4,8.27
9282,5878,7680563640078,56364007,2244,Ovitrelle,Fertspr 0.5 ml,SYRINGE,Fertspr,1.0,,0.5,ml,0.5,,,,1,Choriogonadotropinum alfa,0.25,0.25,mg,0.25,0,,HIGH,P6_FORM_VOL,,G03GA08,49.85,30.74
9283,5879,7680655250017,65525001,2245,Ovixan,30 g,,,,,30.0,g,30.0,,,,1,Mometasoni-17 furoas,1.0,1,mg,1.0,0,,HIGH,P9_SIMPLE,,D07AC13,14.6,4.93
9284,5880,7680655250024,65525002,2245,Ovixan,100 g,,,,,100.0,g,100.0,,,,1,Mometasoni-17 furoas,1.0,1,mg,1.0,0,,HIGH,P9_SIMPLE,,D07AC13,31.6,13.97
9285,10171,7680671400014,67140001,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,110.5,81.99
9286,10172,7680671400021,67140002,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,203.95,163.39
9287,10173,7680671400038,67140003,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,339.0,281.03
9288,10778,7680671400045,67140004,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,99.8,76.66
9289,10779,7680671400052,67140005,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,182.55,152.76
9290,10780,7680671400069,67140006,3601,Oxaliplatin Accord,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,302.15,262.75
9291,5881,7680616790057,61679005,2247,Oxaliplatin Fresenius,1 Stk,,,,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P9_SIMPLE,G,L01XA03,167.85,131.93
9292,5882,7680616790064,61679006,2247,Oxaliplatin Fresenius,1 Stk,,,,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P9_SIMPLE,G,L01XA03,318.15,262.85
9293,5884,7680616630049,61663004,2249,Oxaliplatin Sandoz,Vial 1 Stk,VIAL,Vial,1.0,1.0,,,,,,,1,Oxaliplatinum,100.0,100,mg,100.0,0,,HIGH,P5_FORM_STK,G,L01XA03,99.8,76.67
9294,5883,7680616630056,61663005,2249,Oxaliplatin Sandoz,Vial 1 Stk,VIAL,Vial,1.0,1.0,,,,,,,1,Oxaliplatinum,100.0,100,mg,100.0,0,,HIGH,P5_FORM_STK,G,L01XA03,182.55,152.76
9295,10538,7680616630063,61663006,2249,Oxaliplatin Sandoz,Vial 1 Stk,VIAL,Vial,1.0,1.0,,,,,,,1,Oxaliplatinum,100.0,100,mg,100.0,0,,HIGH,P5_FORM_STK,G,L01XA03,302.15,262.75
9296,5887,7680620700042,62070004,2251,Oxaliplatin Zentiva,Durchstf 10 ml,VIAL,Durchstf,1.0,,10.0,ml,10.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,99.8,76.67
9297,5888,7680620700059,62070005,2251,Oxaliplatin Zentiva,Durchstf 20 ml,VIAL,Durchstf,1.0,,20.0,ml,20.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,182.55,152.76
9298,13654,7680620700066,62070006,2251,Oxaliplatin Zentiva,Durchstf 40 ml,VIAL,Durchstf,1.0,,40.0,ml,40.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,302.15,262.75
9299,13651,7680691770043,69177004,4353,Oxaliplatin Zentiva,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,99.8,76.67
9300,13652,7680691770050,69177005,4353,Oxaliplatin Zentiva,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,182.55,152.76
9301,13653,7680691770067,69177006,4353,Oxaliplatin Zentiva,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P5_FORM_STK,G,L01XA03,302.15,262.75
9302,5885,7680616880017,61688001,2250,Oxaliplatin-Teva liquid,Durchstf 10 ml,VIAL,Durchstf,1.0,,10.0,ml,10.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,99.8,76.67
9303,5886,7680616880024,61688002,2250,Oxaliplatin-Teva liquid,Durchstf 20 ml,VIAL,Durchstf,1.0,,20.0,ml,20.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,182.55,152.76
9304,10347,7680616880031,61688003,2250,Oxaliplatin-Teva liquid,Durchstf 40 ml,VIAL,Durchstf,1.0,,40.0,ml,40.0,,,,1,Oxaliplatinum,50.0,50,mg,50.0,0,,HIGH,P6_FORM_VOL,G,L01XA03,302.15,262.75
9305,5889,7680539970017,53997001,2252,Oxis Turbuhaler,60 Dos,,,,,,,,60.0,,,1,Formoteroli fumaras dihydricus (2:1),6.0,6,mcg,6.0,0,,HIGH,P9_SIMPLE,,R03AC13,33.25,15.49
9306,5890,7680539970024,53997002,2252,Oxis Turbuhaler,60 Dos,,,,,,,,60.0,,,1,Formoteroli fumaras dihydricus (2:1),6.0,6,mcg,6.0,0,,HIGH,P9_SIMPLE,,R03AC13,38.5,20.3
9307,9644,7680659310113,65931011,3459,Oxycodon Naloxon Spirig HC,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA55,26.35,9.13
9308,9645,7680659310120,65931012,3459,Oxycodon Naloxon Spirig HC,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA55,33.9,16.06
9309,9646,7680659310137,65931013,3459,Oxycodon Naloxon Spirig HC,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA55,31.6,13.94
9310,9647,7680659310144,65931014,3459,Oxycodon Naloxon Spirig HC,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA55,43.05,24.51
9311,9648,7680659310151,65931015,3459,Oxycodon Naloxon Spirig HC,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA55,42.0,23.51
9312,9649,7680659310168,65931016,3459,Oxycodon Naloxon Spirig HC,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA55,65.3,44.94
9313,9650,7680659310199,65931019,3459,Oxycodon Naloxon Spirig HC,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA55,63.75,43.53
9314,9651,7680659310205,65931020,3459,Oxycodon Naloxon Spirig HC,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA55,107.85,84.08
9315,9011,7680661430021,66143002,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,25.25,11.29
9316,9012,7680661430045,66143004,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,40.35,20.85
9317,9013,7680661430120,66143012,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,36.8,17.78
9318,9014,7680661430144,66143014,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,54.0,32.74
9319,9015,7680661430229,66143022,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,52.3,31.27
9320,9016,7680661430243,66143024,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,82.65,57.72
9321,9017,7680661430328,66143032,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,86.45,61.02
9322,9018,7680661430342,66143034,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,145.4,112.39
9323,10781,7680661430410,66143041,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,16.9,7.57
9324,10782,7680661430427,66143042,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,28.35,13.98
9325,10783,7680661430434,66143043,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,26.0,11.92
9326,10784,7680661430441,66143044,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,41.6,21.95
9327,10785,7680661430458,66143045,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,40.45,20.97
9328,10786,7680661430465,66143046,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,60.85,38.7
9329,10787,7680661430472,66143047,3381,Oxycodon Neuraxpharm ret Uno,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Oxycodoni hydrochloridum,10.0,10,mg,140.0,0,,HIGH,P5_FORM_STK,,N02AA05,63.35,40.91
9330,10788,7680661430489,66143048,3381,Oxycodon Neuraxpharm ret Uno,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Oxycodoni hydrochloridum,10.0,10,mg,280.0,0,,HIGH,P5_FORM_STK,,N02AA05,102.9,75.36
9331,5901,7680587070011,58707001,2254,Oxycodon Sandoz,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,15.05,5.36
9332,5902,7680587070028,58707002,2254,Oxycodon Sandoz,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,26.65,9.43
9333,5903,7680587070035,58707003,2254,Oxycodon Sandoz,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,17.15,7.29
9334,5904,7680587070042,58707004,2254,Oxycodon Sandoz,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,30.35,12.83
9335,5905,7680587070059,58707005,2254,Oxycodon Sandoz,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,29.8,12.31
9336,5906,7680587070066,58707006,2254,Oxycodon Sandoz,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,42.0,23.54
9337,5907,7680587070073,58707007,2254,Oxycodon Sandoz,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,44.2,25.53
9338,5908,7680587070080,58707008,2254,Oxycodon Sandoz,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,70.05,49.33
9339,5909,7680587070097,58707009,2254,Oxycodon Sandoz,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,65.15,44.8
9340,5910,7680587070103,58707010,2254,Oxycodon Sandoz,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,113.8,89.53
9341,5911,7680651130016,65113001,2255,Oxycodon Streuli,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,16.75,7.45
9342,5912,7680651130023,65113002,2255,Oxycodon Streuli,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,27.4,13.14
9343,5913,7680651130030,65113003,2255,Oxycodon Streuli,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,19.85,10.16
9344,5914,7680651130047,65113004,2255,Oxycodon Streuli,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,36.95,17.88
9345,5915,7680651130054,65113005,2255,Oxycodon Streuli,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,36.1,17.15
9346,5916,7680651130061,65113006,2255,Oxycodon Streuli,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,54.05,32.79
9347,5919,7680651130078,65113007,2255,Oxycodon Streuli,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,88.05,62.41
9348,5920,7680651130085,65113008,2255,Oxycodon Streuli,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,159.6,124.73
9349,5917,7680651130092,65113009,2255,Oxycodon Streuli,30 Stk,,,,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P9_SIMPLE,G,N02AA05,57.25,35.58
9350,5918,7680651130108,65113010,2255,Oxycodon Streuli,60 Stk,,,,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P9_SIMPLE,G,N02AA05,95.3,68.72
9351,5891,7680632240116,63224011,2253,Oxycodon-Mepha,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA05,15.0,5.32
9352,5892,7680632240123,63224012,2253,Oxycodon-Mepha,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA05,26.65,9.4
9353,5893,7680632240130,63224013,2253,Oxycodon-Mepha,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA05,17.15,7.26
9354,5894,7680632240147,63224014,2253,Oxycodon-Mepha,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA05,30.35,12.8
9355,5895,7680632240154,63224015,2253,Oxycodon-Mepha,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA05,29.8,12.29
9356,5896,7680632240161,63224016,2253,Oxycodon-Mepha,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA05,42.0,23.52
9357,5897,7680632240178,63224017,2253,Oxycodon-Mepha,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA05,44.15,25.52
9358,5898,7680632240185,63224018,2253,Oxycodon-Mepha,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA05,70.05,49.33
9359,5899,7680632240192,63224019,2253,Oxycodon-Mepha,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Oxycodoni hydrochloridum,5.0,5,mg,150.0,0,,HIGH,P5_FORM_STK,G,N02AA05,65.15,44.8
9360,5900,7680632240208,63224020,2253,Oxycodon-Mepha,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Oxycodoni hydrochloridum,5.0,5,mg,300.0,0,,HIGH,P5_FORM_STK,G,N02AA05,113.85,89.57
