cashback_id,limitation_id,preparation_id,limitation_code,product_name,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments
200,2819,4047,OCALIVA,Ocaliva,"La titulaire de l'autorisation Advanz Pharma Speciality Medicine Switzerland GmbH, rembourse à l’assurance maladie, auprès de laquelle la personne assurée était assurée au moment de la remise, à la première demande de celle-ci, pour chaque boîte d’Ocaliva achetée, une part définie du prix de fabrique.",Advanz Pharma Speciality Medicine Switzerland GmbH,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""OCALIVA""]"
67,1475,3386,OCREVUS2,Ocrevus,"Roche Pharma (Suisse) SA rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, la somme de Fr. 496.41 pour chaque flacon perforable de OCREVUS conc perf 300 mg/10 ml acheté. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du prix départ usine. La demande de remboursement doit intervenir à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,496.41,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
191,2648,3386,OCREVUS3,Ocrevus,"Roche Pharma (Suisse) SA rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, la somme de Fr. 944.61 pour chaque flacon perforable de OCREVUS conc perf 300 mg/10 ml acheté. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du prix départ usine. La demande de remboursement doit intervenir à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,944.61,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
334,4127,3386,OCREVUS.01a,Ocrevus,"Roche Pharma (Suisse) SA rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise du médicament, et ce dès la première demande, la somme de Fr. 944.61 pour chaque flacon perforable d’OCREVUS conc perf 300 mg/10 ml remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,944.61,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
359,4485,3386,OCREVUS.01b,Ocrevus,"Roche Pharma (Suisse) SA rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise du médicament, et ce dès la première demande, la somme de Fr. 731.07 pour chaque flacon perforable d’OCREVUS conc perf 300 mg/10 ml remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,731.07,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
335,4128,4352,OCREVUS.01,Ocrevus subkutan,"Roche Pharma (Suisse) SA rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise du médicament, et ce dès la première demande, la somme de Fr. 1’889.23 pour chaque flacon perforable d’OCREVUS sous-cutanée sol inj 920 mg/23 ml remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,1.0,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
360,4486,4352,OCREVUS.01c,Ocrevus subkutan,"Roche Pharma (Suisse) SA rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise du médicament, et ce dès la première demande, la somme de Fr. 1'462.19 pour chaque flacon perforable d’OCREVUS sous-cutanée sol inj 920 mg/23 ml remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,1.0,per_flacon,,,,,0,0,0,"[""OCREVUS""]"
88,1757,3741,ONPATTRO,Onpattro,"Il informe l’assureur-maladie du nombre de flacons par patient et par année civile à partir duquel le titulaire de l’autorisation rembourse le prix ex-factory par flacon. La TVA ne peut pas être réclamée en plus de ce montant (basé sur les prix ex-factory). Le remboursement du nombre de flacons dépassant le nombre limite par année civile doit être effectué rétroactivement par année civile (date-butoir fixée au 31 décembre) et, si nécessaire, au prorata (première année de traitement, année d’arrêt du traitement).",,titulaire_rembourse,unknown,,per_flacon,per_year,,years,"[{""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par année civile""}]",1,0,0,"[""ASSAN""]"
264,3465,3741,ONPATTRO_1,Onpattro,"Il informe l’assureur-maladie du nombre limite de flacons par patient et par année civile à partir duquel le titulaire de l’autorisation rembourse le prix ex-factory par flacon. La TVA ne peut pas être réclamée en plus de ce montant (basé sur le prix ex-factory). Le remboursement du nombre de flacons dépassant le nombre limite par année civile doit être effectué rétroactivement par année civile (date-butoir fixée au 31 décembre) et, si nécessaire, au prorata (première année de traitement, année d’arrêt du traitement).",,titulaire_rembourse,unknown,,per_flacon,per_year,,years,"[{""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par année civile""}]",1,0,0,"[""ASSAN""]"
124,2077,2214,OPDIVOENDE,Opdivo,"Le titulaire de l'autorisation, Bristol-Myers Squibb SA rembourse à l’assureur maladie pour chaque patient, auprès duquel la personne concernée était assurée au moment de la remise, un pourcentage du prix de fabrique spécifique à l'indication (si indiqué; voir ci-dessus). Le remboursement est effectué à la première demande pour chaque boîte ou chaque mg d'OPDIVO administré (40 mg, 100 mg ou 240 mg).",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""OPDIVO""]"
150,2323,2214,OPDIVOENDE2,Opdivo,"Pour les traitements (monothérapie ou en association avec YERVOY) dans les indications avec modèle de prix, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment de la remise, une partie du prix de fabrique par boîte ou par mg d’OPDIVO et de YERVOY administré de manière prouvée.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]"
163,2501,2214,OPDIVOENDE3,Opdivo,"Pour les traitements (monothérapie ou en association avec YERVOY) dans les indications avec modèle de prix, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment de la remise, une partie du prix de fabrique par boîte ou par mg d’OPDIVO et de YERVOY administré de manière prouvée.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]"
265,3466,4208,OPDUALAG.01,Opdualag,"Bristol Myers Squibb rembourse à l’assurance-maladie, auprès de laquelle la personne assurée était assurée au moment de l’achat, un pourcentage déterminé du prix d’usine pour chaque emballage supplémentaire acheté. La TVA ne peut pas être remboursée en plus de ce pourcentage du prix d’usine.",,rembourse_assurance,unknown,,per_box,,,,,0,0,0,
387,4773,4208,OPDUALAG.01a,Opdualag,"Bristol Myers Squibb rembourse à l’assurance-maladie, auprès de laquelle la personne assurée était assurée au moment de l’achat, un pourcentage déterminé du prix d’usine pour chaque emballage acheté. La TVA ne peut pas être remboursée en plus de ce pourcentage du prix d’usine.",,rembourse_assurance,unknown,,per_box,,,,,0,0,0,
71,1521,3649,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
72,1522,3650,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
101,1867,3649,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
102,1868,3650,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
140,2169,3649,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
141,2170,3650,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
218,3074,3649,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
219,3075,3650,ORKAMBI,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
270,3497,3649,ORKAMBI.01,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
271,3498,3650,ORKAMBI.01,Orkambi,"La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.",La société Vertex Pharmaceuticals (CH) GmbH,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORKAMBI""]"
353,4423,4431,ORSERDU.01,Orserdu,"Sur première demande de l’assurance-maladie de l’assuré au moment de l’achat, le titulaire de l’autorisation rembourse un montant fixe du prix de fabrique pour chaque boîte d’ORSERDU achetée. La TVA ne peut pas être réclamée en plus de cette partie du prix de fabrique.",,titulaire_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ORSERDU""]"
201,2831,4048,PADCEV.01,Padcev,"Astellas Pharma SA rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, dès la première demande de l’assurance, une part fixe du prix de fabrique pour chaque emballage remis de PADCEV.",Astellas Pharma SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""PADCEV""]"
197,2723,4026,PEMAZYRE,Pemazyre,"Le titulaire de l’autorisation, Incyte Biosciences International Sàrl, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de PEMAZYRE acquis, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat.",Incyte Biosciences International Sàrl,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""PEMAZYRE""]"
326,4068,4026,PEMAZYRE,Pemazyre,"Le titulaire de l’autorisation, Incyte Biosciences International Sàrl, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de PEMAZYRE acquis, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat.",Incyte Biosciences International Sàrl,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""PEMAZYRE""]"
11,675,2339,PERJETA3,Perjeta,"Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, l’entreprise Roche Roche Pharma (Suisse) SA rembourse pour l’association Perjeta et Herceptin la somme de CHF 737 à l’assureur-maladie pour chaque boîte de Perjeta achetée. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Roche Roche Pharma (Suisse) SA,company_rembourse,chf_fixed,737.0,per_box,,,,,0,0,0,"[""PERJETA"", ""HERCEPTIN""]"
105,1905,3784,PIQRAY,Piqray,"Pour chaque boîte de Piqray achetée, Novartis Pharma Schweiz AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie auprès de laquelle la personne est assurée au moment de la réception du traitement, à la première demande de l’assureur. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.",Novartis Pharma Schweiz AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""PIQRAY""]"
65,1458,3629,PLENADREN,Plenadren,"Takeda Pharma AG remboursera à l'assurance-maladie auprès de laquelle le patient était assurée au moment de l’administration du traitement, un montant fixe du prix Exfactory pour chaque boîte de PLENADREN acheté. La TVA ne peut pas être réclamée en sus de ce montant du prix de vente en usine.",Takeda Pharma AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""PLENADREN""]"
152,2410,3629,PLENADREN,Plenadren,"Takeda Pharma AG remboursera à l'assurance-maladie auprès de laquelle le patient était assurée au moment de l’administration du traitement, un montant fixe du prix Exfactory pour chaque boîte de PLENADREN acheté. La TVA ne peut pas être réclamée en sus de ce montant du prix de vente en usine.",Takeda Pharma AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""PLENADREN""]"
207,2943,4061,POTELIGEO.01,Poteligeo,"Le titulaire de l’autorisation remboursent à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de POTELIGEO achetée.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""POTELIGEO""]"
53,1300,2418,PRALUENT2,Praluent,"Sanofi-Aventis (Suisse) SA rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Praluent achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Sanofi-Aventis (Suisse) SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""PRALUENT""]"
202,2842,2418,PRALUENT.01,Praluent,"Sanofi-Aventis (Suisse) SA rembourse à l’assureur-maladie chez lequel le/la patient(e) était assuré(e) au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de PRALUENT achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Sanofi-Aventis (Suisse) SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""PRALUENT""]"
323,3998,4320,QINLOCK.01,Qinlock,"Le titulaire de l'autorisation rembourse à l'assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, une part déterminée du prix de fabrique pour chaque boîte de QINLOCK achetée. La TVA ne peut pas être remboursée en plus de cette part du prix de fabrique.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""QINLOCK""]"
373,4657,4320,QINLOCK.01,Qinlock,"Le titulaire de l'autorisation rembourse à l'assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, une part déterminée du prix de fabrique pour chaque boîte de QINLOCK achetée. La TVA ne peut pas être remboursée en plus de cette part du prix de fabrique.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""QINLOCK""]"
327,4088,2518,QUTENZA6,Qutenza,"S'il n'y a pas de réduction des douleurs d'au moins 30% (EVA) après la 3ème application, Grünenthal Pharma SA rembourse à l'assureur-maladie, sur demande de l'assureur-maladie auprès duquel la personne assurée était assurée au moment de l'obtention, le prix de fabrique pour le 2ème et 3ème emballage de QUTENZA. La TVA ne peut pas être récupérée en plus des montants remboursés. La demande de remboursement intervient au moment où il est clair qu'après la 3e application de QUTENZA, il n'y a pas eu de réduction des douleurs d'au moins 30% (EVA).",Grünenthal Pharma SA,company_rembourse,percentage,30.0,unknown,,,,,0,0,0,"[""QUTENZA""]"
336,4152,2518,QUTENZA6,Qutenza,"S'il n'y a pas de réduction des douleurs d'au moins 30% (EVA) après la 3ème application, Grünenthal Pharma SA rembourse à l'assureur-maladie, sur demande de l'assureur-maladie auprès duquel la personne assurée était assurée au moment de l'obtention, le prix de fabrique pour le 2ème et 3ème emballage de QUTENZA. La TVA ne peut pas être récupérée en plus des montants remboursés. La demande de remboursement intervient au moment où il est clair qu'après la 3e application de QUTENZA, il n'y a pas eu de réduction des douleurs d'au moins 30% (EVA).",Grünenthal Pharma SA,company_rembourse,percentage,30.0,unknown,,,,,0,0,0,"[""QUTENZA""]"
49,1284,2565,REPATHA3,Repatha,"Amgen AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
164,2506,2565,REPATHA3,Repatha,"Amgen AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
193,2676,2565,REPATHA4,Repatha,"Amgen AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
203,2847,2565,REPATHA.01,Repatha,"Amgen Switzerland AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen Switzerland AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
272,3499,2565,REPATHA.01,Repatha,"Amgen Switzerland AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen Switzerland AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
304,3785,2565,REPATHA.01,Repatha,"Amgen Switzerland AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.",Amgen Switzerland AG,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""REPATHA""]"
12,772,2579,REVLIMID4KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 20,62 % du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie dans le cadre de la thérapie d'entretien par REVLIMID administrée après la polythérapie par carfilzomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant au moins 12 cycles complets de polythérapie par carfilzomib plus REVLIMID. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,20.62,per_box,,,,,0,0,0,"[""REVLIMID"", ""CARFILZOMIB"", ""ARAVA""]"
13,773,2579,REVLIMID5KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 24.59% du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’elotuzumab et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,24.59,per_box,,,,,0,0,0,"[""REVLIMID"", ""ELOTUZUMAB"", ""ARAVA""]"
26,1052,2579,REVLIMID5KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 24.59% du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’elotuzumab et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,24.59,per_box,,,,,0,0,0,"[""REVLIMID"", ""ELOTUZUMAB"", ""ARAVA""]"
27,1053,2579,REVLIMID6KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 23.50% du prix de fabrique de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’ixazomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,23.5,per_box,,,,,0,0,0,"[""REVLIMID"", ""IXAZOMIB"", ""ARAVA""]"
44,1253,2579,REVLIMID7KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 25.87% du prix départ usine de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’elotuzumab et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,25.87,per_box,,,,,0,0,0,"[""REVLIMID"", ""ELOTUZUMAB"", ""ARAVA""]"
56,1360,2579,REVLIMID4,Revlimid,"Si la durée du traitement d’entretien surpasse les 25 mois, CELGENE GmbH rembourse, sur demande de l'assureur maladie chez lequel le patient était assurée lorsque REVLIMID lui a été délivré, 50 % du prix de fabrique de chaque boîte de REVLIMID. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible. La demande de remboursement n’est pas admissible que pour des traitements inities après le 1 décembre 2019.",CELGENE GmbH,company_rembourse,percentage,50.0,per_box,,,,,0,0,0,"[""REVLIMID""]"
58,1420,2579,REVLIMID6KOM,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 23.50% du prix de fabrique de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’ixazomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,23.5,per_box,,,,,0,0,0,"[""REVLIMID"", ""IXAZOMIB"", ""ARAVA""]"
68,1479,2579,REVLIMID6.1K,Revlimid,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque REVLIMID lui a été délivré, CELGENE GmbH rembourse à cet assureur maladie 20.88% du prix de fabrique de chaque boîte de REVLIMID. La demande de remboursement soumise par l'assureur maladie pour la combinaison d’ixazomib et REVLIMID n'est admissible que si la personne assurée a reçu auparavant les deux médicaments au même temps. Une demande de remboursement de la TVA en plus des montants à rembourser n'est pas admissible.",CELGENE GmbH,company_rembourse,percentage,20.88,per_box,,,,,0,0,0,"[""REVLIMID"", ""IXAZOMIB"", ""ARAVA""]"
122,2045,2580,REVOLADE1L,Revolade,"Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 21,36% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.",Novartis Pharma Schweiz AG,company_rembourse,percentage,21.36,per_box,,,,,0,0,0,"[""REVOLADE""]"
123,2046,2580,REVOLADEZYTO,Revolade,"Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 21,36% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.",Novartis Pharma Schweiz AG,company_rembourse,percentage,21.36,per_box,,,,,0,0,0,"[""REVOLADE""]"
131,2131,2580,REVOLADEZYT2,Revolade,"Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 21,36% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.",Novartis Pharma Schweiz AG,company_rembourse,percentage,21.36,per_box,,,,,0,0,0,"[""REVOLADE""]"
235,3196,2580,REVOLADE.01,Revolade,"Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 18,51% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.",Novartis Pharma Schweiz AG,company_rembourse,percentage,18.51,per_box,,,,,0,0,0,"[""REVOLADE""]"
236,3197,2580,REVOLADE.02,Revolade,"Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 18,51% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.",Novartis Pharma Schweiz AG,company_rembourse,percentage,18.51,per_box,,,,,0,0,0,"[""REVOLADE""]"
296,3699,2580,REVOLADE.01a,Revolade,Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 17.27% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.,Novartis Pharma Schweiz AG,company_rembourse,percentage,17.27,per_box,,,,,0,0,0,"[""REVOLADE""]"
