cashback_segment_id,segment_id,limitation_id,preparation_id,limitation_code,product_name,indication_name,indication_code,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments,indication_name_fr,segment_order
162,550,2333,2214,OPDIVOCRC4a,Opdivo,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,20461.11,"Pour le traitement du cancer colorectal en association avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, un pourcentage fixe du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour le cancer colorectal.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""YERVOY"", ""COLORECTAL"", ""OPDIVO""]",Cancer colorectal (CRC) 20461.11,0
384,1984,4129,2214,OPDIVOEINF6,Opdivo,Eine Kostengutsprache hat den entsprechenden Indikationscode (20461.XX) zu enthalten.,20461.XX,"Sur demande de l’assurance-maladie auprès de laquelle la personne en question était assurée au moment de l’achat, Bristol-Myers Squibb SA rembourse pour chaque indication un montant déterminé par emballage remis ou par mg d’OPDIVO ou de YERVOY administré, sur justificatif.",Bristol-Myers Squibb SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",L’accord de prise en charge doit contenir le code correspondant à l'indication (20461.XX).,0
419,2149,4421,2214,OPDIVOEINF7,Opdivo,Eine Kostengutsprache hat den entsprechenden Indikationscode (20461.XX) zu enthalten.,20461.XX,"Sur demande de l’assurance-maladie auprès de laquelle la personne en question était assurée au moment de l’achat, Bristol-Myers Squibb SA rembourse pour chaque indication un montant déterminé par emballage remis ou par mg d’OPDIVO ou de YERVOY administré, sur justificatif.",Bristol-Myers Squibb SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",L’accord de prise en charge doit contenir le code correspondant à l'indication (20461.XX).,0
92,380,2081,2214,OPDIVOMELAD2,Opdivo,Melanom adjuvant,20461.02,"Pour le traitement du mélanome adjuvant, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.46% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un mélanome adjuvant.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.46,per_box,,,,,0,0,0,"[""OPDIVO""]",Mélanome adjuvant,0
100,399,2126,2214,OPDIVOMELAD3,Opdivo,Melanom adjuvant,20461.02,"Pour le traitement du mélanome adjuvant, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un mélanome adjuvant.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO""]",Mélanome adjuvant,0
110,414,2163,2214,OPDIVOMELAD3,Opdivo,Melanom adjuvant,20461.02,"Pour le traitement du mélanome adjuvant, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un mélanome adjuvant.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO""]",Mélanome adjuvant,0
157,544,2327,2214,OPDIVOMELAD4,Opdivo,Melanom adjuvant 20461.07,20461.07,"Pour le traitement du mélanome adjuvant, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 2.16% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un mélanome adjuvant.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.16,per_box,,,,,0,0,0,"[""OPDIVO""]",Mélanome adjuvant 20461.07,0
172,581,2403,2214,OPDIVOMELAD5,Opdivo,Melanom adjuvant 20461.07,20461.07,"Pour le traitement du mélanome adjuvant, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 1.98% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un mélanome adjuvant.",Bristol-Myers Squibb SA,company_rembourse,percentage,1.98,per_box,,,,,0,0,0,"[""OPDIVO""]",Mélanome adjuvant 20461.07,0
169,577,2399,2214,OPDIVOMELKI2,Opdivo,Melanom 20461.03,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 16.84% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.84,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome 20461.03,0
171,580,2402,2214,OPDIVOMELKI3,Opdivo,Melanom 20461.03,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 16.84% du prix de fabrique par boîte ou par mg d’OPDIVO et de YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.84,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome 20461.03,0
13,50,1075,2214,OPDIVOMELKO2,Opdivo,Melanom,20461.xx,"Pour la phase de traitement combiné, Bristol-Myers Squibb SA rembourse la caisse maladie, à la demande de la caisse maladie à laquelle la personne assurée est inscrite au moment de la visite, pour chaque patient, Fr. 5'690.34 par cycle combiné avec 3 mg/kg YERVOY manifestement administré. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,chf_fixed,5.0,per_cycle,,,,,0,0,0,"[""YERVOY""]",Mélanome,0
17,72,1152,2214,OPDIVOMELKO3,Opdivo,Melanom,20461.xx,"Pour la phase de traitement combiné, Bristol-Myers Squibb SA rembourse la caisse maladie, à la demande de la caisse maladie à laquelle la personne assurée est inscrite au moment de la visite, pour chaque patient, Fr. 5'690.34 par cycle combiné avec 3 mg/kg YERVOY manifestement administré. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,chf_fixed,5.0,per_cycle,,,,,0,0,0,"[""YERVOY""]",Mélanome,0
90,377,2076,2214,OPDIVOMELKO4,Opdivo,Melanom,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 17.04% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,17.04,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome,0
91,379,2080,2214,OPDIVOMELKO5,Opdivo,Melanom,,"Pour le traitement du mélanome, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assureur maladie auprès duquel la personne concernée était assurée au moment de l’achat, 2.46% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.46,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",Mélanome,0
99,398,2125,2214,OPDIVOMELKO6,Opdivo,Melanom,,"Pour le traitement du mélanome, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assureur maladie auprès duquel la personne concernée était assurée au moment de l’achat, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",Mélanome,0
98,397,2124,2214,OPDIVOMELKO7,Opdivo,Melanom,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 16.98% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.98,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome,0
107,410,2160,2214,OPDIVOMELKO8,Opdivo,Melanom,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 16.98% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.98,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome,0
108,412,2162,2214,OPDIVOMELKO9,Opdivo,Melanom,20461.02,"Pour le traitement du mélanome, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assureur maladie auprès duquel la personne concernée était assurée au moment de l’achat, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",Mélanome,0
109,413,2162,2214,OPDIVOMELKO9,Opdivo,Melanom,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 16.98% du prix de fabrique par boîte ou par mg d’OPDIVO et de YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.98,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome,1
153,539,2320,2214,OPDIVOMELKOI,Opdivo,Melanom 20461.03,20461.03,"Pour le traitement du mélanome combiné avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 16.91% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,16.91,per_box,,,,,0,0,0,"[""YERVOY"", ""OPDIVO""]",Mélanome 20461.03,0
7,44,1047,2214,OPDIVOMELKOM,Opdivo,Melanom,20461.xx,"Pour la phase de traitement combiné, Bristol-Myers Squibb SA rembourse la caisse maladie, à la demande de la caisse maladie à laquelle la personne assurée est inscrite au moment de la visite, pour chaque patient, Fr. 2'690.17 par cycle combiné manifestement administré. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,chf_fixed,2.0,per_cycle,,,,,0,0,0,,Mélanome,0
156,543,2326,2214,OPDIVOMELMO,Opdivo,Melanom 20461.02,20461.02,"Pour le traitement du mélanome, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de l’achat, 2.16% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.16,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",Mélanome 20461.02,0
170,579,2401,2214,OPDIVOMELMO2,Opdivo,Melanom 20461.02,20461.02,"Pour le traitement du mélanome, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de l’achat, 1.98% du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour un mélanome.",Bristol-Myers Squibb SA,company_rembourse,percentage,1.98,per_box,,,,,0,0,0,"[""OPDIVO"", ""YERVOY""]",Mélanome 20461.02,0
8,45,1048,2214,OPDIVORCC,Opdivo,Nierenzellkarzinom (RCC),20461.03,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle le patient était assuré au moment où il a reçu le médicament, 31,77% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,31.77,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR),0
18,73,1153,2214,OPDIVORCC2,Opdivo,Nierenzellkarzinom (RCC),20461.03,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle le patient était assuré au moment où il a reçu le médicament, 31,77% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,31.77,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR),0
93,381,2082,2214,OPDIVORCC3,Opdivo,Nierenzellkarzinom (RCC),20461.03,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 29.68% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR.",Bristol-Myers Squibb SA,company_rembourse,percentage,29.68,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR),0
101,400,2127,2214,OPDIVORCC4,Opdivo,Nierenzellkarzinom (RCC),20461.03,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 29.58% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR.",Bristol-Myers Squibb SA,company_rembourse,percentage,29.58,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR),0
111,415,2164,2214,OPDIVORCC4,Opdivo,Nierenzellkarzinom (RCC),20461.03,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 29.58% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR.",Bristol-Myers Squibb SA,company_rembourse,percentage,29.58,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR),0
154,540,2321,2214,OPDIVORCC5,Opdivo,Nierenzellkarzinom (RCC) 20461.10,20461.10,"Pour le traitement du carcinome à cellules rénales en association avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, un pourcentage fixe du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour le carcinome à cellules rénales.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""YERVOY"", ""NALES"", ""OPDIVO""]",Carcinome à cellules rénales (CCR) 20461.10,0
159,546,2329,2214,OPDIVORCC5a,Opdivo,Nierenzellkarzinom (RCC) 20461.10,20461.10,"Pour le traitement du carcinome à cellules rénales en association avec YERVOY, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, un pourcentage fixe du prix de fabrique par boîte ou par mg d’OPDIVO et d’YERVOY administré de manière prouvée pour le carcinome à cellules rénales.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""YERVOY"", ""NALES"", ""OPDIVO""]",Carcinome à cellules rénales (CCR) 20461.10,0
158,545,2328,2214,OPDIVORCC6,Opdivo,Nierenzellkarzinom (RCC) 20461.04,20461.04,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 29.46% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR.",Bristol-Myers Squibb SA,company_rembourse,percentage,29.46,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR) 20461.04,0
173,582,2404,2214,OPDIVORCC6a,Opdivo,Nierenzellkarzinom (RCC) 20461.04,20461.04,"Pour le traitement du carcinome à cellules rénales, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 29.33% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CCR.",Bristol-Myers Squibb SA,company_rembourse,percentage,29.33,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome à cellules rénales (CCR) 20461.04,0
9,46,1049,2214,OPDIVOSCCHN,Opdivo,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN),20461.xx,"Pour le traitement du carcinome épidermoïde de la tête et du cou, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle le patient était assuré au moment où il a reçu le médicament, 4,75% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CETC. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,4.75,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome épidermoïde de la tête et du cou (CETC),0
19,74,1154,2214,OPDIVOSCCHN2,Opdivo,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN),20461.xx,"Pour le traitement du carcinome épidermoïde de la tête et du cou, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle le patient était assuré au moment où il a reçu le médicament, 4,75% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un CETC. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,4.75,per_box,,,,,0,0,0,"[""OPDIVO""]",Carcinome épidermoïde de la tête et du cou (CETC),0
10,47,1050,2214,OPDIVOcHL,Opdivo,Klassisches Hodgkin-Lymphom (cHL),20461.xx,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assurance-maladie auprès de laquelle la personne concernée était assurée au moment de l’achat, 4,75% du prix de fabrique par paquet LHc ou par mg d’OPDIVO® effectivement administré. La taxe sur la valeur ajoutée ne peut pas être exigée en sus du prix de fabrication. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,4.75,per_mg,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc),0
20,75,1155,2214,OPDIVOcHL2,Opdivo,Klassisches Hodgkin-Lymphom (cHL),20461.xx,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse pour chaque patient, après demande de l’assurance-maladie auprès de laquelle la personne concernée était assurée au moment de l’achat, 4,75% du prix de fabrique par paquet LHc ou par mg d’OPDIVO® effectivement administré. La taxe sur la valeur ajoutée ne peut pas être exigée en sus du prix de fabrication. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,4.75,per_mg,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc),0
94,383,2084,2214,OPDIVOcHL3,Opdivo,Klassisches Hodgkin-Lymphom (cHL),20461.06,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.46% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un LHc.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.46,per_box,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc),0
102,401,2128,2214,OPDIVOcHL4,Opdivo,Klassisches Hodgkin-Lymphom (cHL),20461.06,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un LHc.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc),0
112,417,2166,2214,OPDIVOcHL4,Opdivo,Klassisches Hodgkin-Lymphom (cHL),20461.06,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse, sur demande, à l’assureur maladie auprès duquel le patient était assuré au moment où il a reçu le médicament, 2.32% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un LHc.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.32,per_box,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc),0
160,548,2331,2214,OPDIVOcHL4a,Opdivo,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 2.16% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un LHc.",Bristol-Myers Squibb SA,company_rembourse,percentage,2.16,per_box,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc) 20461.06,0
174,584,2406,2214,OPDIVOcHL4b,Opdivo,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,"Pour le traitement du lymphome de Hodgkin classique, Bristol-Myers Squibb SA rembourse, sur demande, à l’assurance maladie auprès de laquelle la personne était assurée au moment où elle a reçu le médicament, 1.98% du prix de fabrique par boîte ou par mg d’OPDIVO administré de manière prouvée pour un LHc.",Bristol-Myers Squibb SA,company_rembourse,percentage,1.98,per_box,,,,,0,0,0,"[""OPDIVO""]",Lymphome de Hodgkin classique (LHc) 20461.06,0
84,339,2037,3842,OYAVAS,Oyavas,Nierenzellkarzinom,21272.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.64 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.64,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome rénal,2
85,340,2037,3842,OYAVAS,Oyavas,Mammakarzinom,21272.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.34 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome mammaire,3
215,907,2827,3842,OYAVAS.03,Oyavas,Nierenzellkarzinom,21272.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.64 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.64,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome rénal,0
245,1158,2995,3842,OYAVAS.03,Oyavas,Nierenzellkarzinom,21272.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.64 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.64,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome rénal,0
216,908,2828,3842,OYAVAS.04,Oyavas,Mammakarzinom,21272.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.34 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome mammaire,0
246,1159,2996,3842,OYAVAS.04,Oyavas,Mammakarzinom,21272.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.34 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Spirig Healthcare SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""OYAVAS""]",Carcinome mammaire,0
347,1775,3668,3842,OYAVAS.09,Oyavas,Kombinationstherapie mit Lynparza (Olaparib),21272.09,"À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de Oyavas rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de Oyavas acheté et utilisé en association avec Lynparza.",,titulaire_rembourse,full_refund_pex,,unknown,,,,,0,0,0,"[""LYNPARZA"", ""OYAVAS""]",Traitement en association avec Lynparza (olaparib),1
420,2154,4427,3842,OYAVAS.10,Oyavas,OYAVAS in Kombination mit Trifluridin/Tipiracil (LONSURF) zur Behandlung des metastasierten kolorektalen Karzinom (KRK),21272.10,"En ce qui concerne le remboursement de OYAVAS dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de OYAVAS en association avec de Trifluridin/Tipiracil (LONSURF) acquise pour l’indication du traitement du CCR.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""OYAVAS"", ""LONSURF""]",OYAVAS en association avec Trifluridin/Tipiracil (LONSURF) pour le traitement d'un cancer colorectal métastatique (CCR),0
