id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
2986;Amgen Switzerland AG;chf_fixed;0.64;per_mg;;;;;0;0;0;1;"[""MVASI""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Amgen Switzerland AG rembourse pour le traitement Fr. 0.64 par mg de MVASI. En cas de prescription médicale appropriée, MVASI est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
2987;Amgen Switzerland AG;chf_fixed;0.34;per_mg;;;;;0;0;0;1;"[""MVASI""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Amgen Switzerland AG rembourse pour le traitement Fr. 0.34 par mg de MVASI. En cas de prescription médicale appropriée, MVASI est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
2991;;full_refund_pex;;per_box;;;;;0;0;0;0;"[""MVASI"", ""TECENTRIQ""]";En ce qui concerne le remboursement de MVASI dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de MVASI en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.
2995;Spirig Healthcare SA;chf_fixed;0.64;per_mg;;;;;0;0;0;1;"[""OYAVAS""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.64 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
2996;Spirig Healthcare SA;chf_fixed;0.34;per_mg;;;;;0;0;0;1;"[""OYAVAS""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Spirig Healthcare SA rembourse pour le traitement Fr. 0.34 par mg d’Oyavas. En cas de prescription médicale appropriée, Oyavas est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3000;;full_refund_pex;;per_box;;;;;0;0;0;0;"[""OYAVAS"", ""TECENTRIQ""]";En ce qui concerne le remboursement d’OYAVAS dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte d'OYAVAS en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.
3006;AstraZeneca AG;amount_unspecified;;unknown;;;;;0;0;0;0;;Dans cette indication, AstraZeneca AG remboursera un montant fixe du prix ex factory du traitement à la demande de l'assureur maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix ex factory.
3007;AstraZeneca AG;amount_unspecified;;unknown;;;;;0;0;0;0;;Dans cette indication, AstraZeneca AG remboursera un montant fixe du prix ex factory du traitement à la demande de l'assureur maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix ex factory.
3010;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, une part définie du prix départ usine pour chaque boîte de TECENTRIQ achetée pour l’indication secondaire traitement du CPPC.
3011;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, et le titulaire de l’autorisation de la préparation de bévacizumab remboursent à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de tecentriq et de bévacizumab achetée pour le traitement du CHC conformément à l'indication.
3012;Roche Pharma (Suisse) SA;percentage;17.1;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, dès la première demande de l’assurance, pour chaque emballage de Tecentriq correspondant au traitement adjuvant dans l’indication de CPNPC au stade précoce, 17,1% du prix de fabrique. La taxe sur la valeur ajoutée ne peut pas être remboursée en sus. La demande de remboursement doit intervenir à partir du moment de l’administration.
3016;Pfizer SA;chf_fixed;0.64;per_mg;;;;;0;0;0;1;"[""ZIRABEV""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Pfizer SA rembourse pour le traitement Fr. 0.64 par mg de Zirabev. En cas de prescription médicale appropriée, Zirabev est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3017;Pfizer SA;chf_fixed;0.34;per_mg;;;;;0;0;0;1;"[""ZIRABEV""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Pfizer SA rembourse pour le traitement Fr. 0.34 par mg de Zirabev. En cas de prescription médicale appropriée, Zirabev est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3021;;full_refund_pex;;unknown;;;;;0;0;0;0;"[""LYNPARZA"", ""ZIRABEV""]";À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de Zirabev rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de Zirabev acheté et utilisé en association avec Lynparza.
3022;;full_refund_pex;;per_box;;;;;0;0;0;0;"[""ZIRABEV"", ""TECENTRIQ""]";En ce qui concerne le remboursement d’ZIRABEV dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte d'ZIRABEV en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.
3023;Pfizer SA;chf_fixed;0.34;per_mg;;;;;0;0;0;1;"[""ZIRABEV""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Pfizer SA rembourse pour le traitement Fr. 0.34 par mg de Zirabev. En cas de prescription médicale appropriée, Zirabev est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3025;AstraZeneca SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""IMFINZI""]";Le titulaire de l’autorisation, AstraZeneca SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, une part définie du prix départ usine pour chaque boîte de IMFINZI achetée pour l’indication secondaire traitement du CPPC.
3031;Takeda Pharma AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""EXKIVITY""]";Pour chaque emballage de EXKIVITY acheté, Takeda Pharma AG rembourse une partie fixe du prix de fabrication à l’assurance maladie, auprès de laquelle la personne était assurée au moment de la réception du traitement, à sa première demande.
3036;;full_refund_pex;;per_box;;;;;0;0;0;0;"[""LUNSUMIO""]";Le titulaire d’autorisation rembourse à l’assureur maladie auprès duquel l’assuré était assuré au moment de l’achat, à la première demande de celui-ci, une part fixe du prix départ usine pour chaque boîte achetée de LUNSUMIO. La TVA ne peut pas être récupérée en plus de cette part du prix départ usine.
3040;Eli Lilly (Suisse) SA;unknown;;unknown;maximum;4;boxes;"[{""type"": ""maximum"", ""value"": 4, ""unit"": ""boxes"", ""match"": ""max. 4 emballages""}]";1;0;0;0;"[""RETSEVMO""]";Le titulaire de l’autorisation, Eli Lilly (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les emballages acquis au cour des 2 premiers mois suivant le début du traitement (max. 4 emballages de RETSEVMO), à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament.
3042;Biogen Switzerland SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""SPINRAZA""]";"• Ventilation permanente (16 heures ou plus par jour pendant 21 jours consécutifs, s’il n’y a aucune infection aigüe réversible) ou nécessité d’une trachéotomie permanente en cas de détérioration simultanée des fonctions motrices; • Non-respect du programme de traitement La titulaire de l’autorisation Biogen Switzerland SA rembourse à l’assurance invalidité, dès la première demande de l’assurance, une part fixe du prix de fabrique pour chaque emballage de SPINRAZA remis."
3044;Mylan Pharma GmbH;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Mylan Pharma GmbH remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3046;Alnylam Switzerland SA;amount_unspecified;;per_box;;;;;0;0;0;0;"[""GIVLAARI""]";Remboursements: Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, le titulaire de l’autorisation Alnylam Switzerland SA rembourse un montant convenu du prix de fabrique pour chaque emballage de GIVLAARI acheté.
3047;Roche Pharma (Suisse) SA;unknown;;unknown;;;;;0;0;0;0;;Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp.
3055;Astellas Pharma SA;unknown;;unknown;within_first;10;days;"[{""type"": ""within_first"", ""value"": 10, ""unit"": ""days"", ""match"": ""dans les 10 premiers jours""}]";1;1;1;0;;Le code suivant doit être transmis à l’assureur-maladie: 21000.03 En cas d'arrêt de la thérapie après le début du traitement en raison d'effets indésirables dans les 10 premiers jours, Astellas Pharma SA rembourse à l'assureur-maladie les coûts de la totalité du premier emballage si aucun autre emballage n'est acheté dans les 6 mois.
3062;Janssen-Cilag AG;unknown;;per_box;;;;;0;0;0;0;"[""IMBRUVICA""]";Janssen-Cilag AG rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage remis d’IMBRUVICA pour le traitement des patients avec une CLL en 1ère ligne présentant un status de IGHV non muté sans délétion 17p ou mutation TP53.
3063;Janssen-Cilag AG;unknown;;unknown;;;;;0;0;0;0;"[""IBRUTINIB""]";Sur demande de l'assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, Janssen-Cilag AG rembourse les frais de thérapie pour le rituximab en traitement combiné avec l'ibrutinib en LLC 1ère ligne sur la base du prix de fabrique. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être réclamé en plus de cette part du prix de fabrique.
3069;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""KALYDECO""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assurance maladie chez laquelle la personne assurée était assurée au moment de la prise en charge, ou à l’AI, respectivement, sur demande une part définie du prix de fabrication pour chaque boîte de KALYDECO administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
3070;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""KALYDECO""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assurance maladie chez laquelle la personne assurée était assurée au moment de la prise en charge, ou à l’AI, respectivement, sur demande une part définie du prix de fabrication pour chaque boîte de KALYDECO administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
3073;;percentage;19.94;per_box;;;;;0;0;0;0;"[""POLIVY"", ""MABTHERA""]";En ce qui concerne le remboursement de MABTHERA dans cette association, respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, un pourcentage de 19.94% du prix de fabrique pour chaque emballage remis de MABTHERA en association avec POLIVY et la bendamustine. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette part du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.
3074;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""ORKAMBI""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
3075;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""ORKAMBI""]";La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assureur chez lequel la personne assurée était assurée au moment de la prise en charge, ou à l’AI respectivement, sur demande une part définie du prix de fabrication pour chaque boîte d’ORKAMBI administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
3076;;unknown;;per_box;;;;;0;0;0;0;"[""POLIVY""]";Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage remis de POLIVY.
3084;La société Vertex Pharmaceuticals (CH) GmbH;amount_unspecified;;per_box;;;;;0;0;0;0;"[""SYMDEKO""]";Le traitement ne doit être poursuivi au-delà de 6 et 12 mois qu’en cas: • d’absence de détérioration persistante de la fonction pulmonaire par rapport à la valeur initiale OU • de réduction du nombre d’exacerbations pulmonaires cliniquement pertinentes (avec hospitalisation, traitement antibiotique i.v.) La société Vertex Pharmaceuticals (CH) GmbH rembourse à l’assurance maladie chez laquelle la personne assurée était assurée au moment de la prise en charge, ou à l’AI, respectivement, sur demande une part définie du prix de fabrication pour chaque boîte de SYMDEKO administrée. La demande du remboursement de la TVA sur ce montant n’est pas admissible.
3097;;unknown;;per_box;;;;;0;0;0;0;"[""POLIVY""]";Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage remis de POLIVY.
3100;Swedish Orphan Biovitrum AG;chf_fixed;3.0;unknown;from_box;9;boxes;"[{""type"": ""from_box"", ""value"": 9, ""unit"": ""boxes"", ""match"": ""à partir du 9e flacon""}]";1;1;0;0;"[""ASPAVELI""]";En cas d’interruption du traitement après le deuxième mois de traitement, Swedish Orphan Biovitrum AG rembourse, à la première demande de l’assureur maladie auprès duquel la personne était assurée au moment de l’achat, l’intégralité du dernier emballage d’ASPAVELI commandé (valable à partir du 9e flacon) au prix départ usine de CHF 3’042.36 pour l’emballage de 1 pièce et de CHF 24‘338. La TVA ne peut pas être récupérée en plus de cette part du prix départ usine.
3110;;percentage;20.0;per_box;min_cycles;12;cycles;"[{""type"": ""min_cycles"", ""value"": 12, ""unit"": ""cycles"", ""match"": ""au moins 12 cycles""}, {""type"": ""min_months"", ""value"": 3, ""unit"": ""months"", ""match"": ""au moins 3 mois""}, {""type"": ""on_progression"", ""value"": null, ""unit"": null, ""match"": ""en cas de progression""}]";3;1;1;1;"[""KOSELUGO""]";"Koselugo est indiqué dans le traitement des neurofibromatoses de type 1 (NF1) et des neurofibromes plexiformes (NFP) symptomatiques inopérables chez les enfants et les adolescents âgés de 3 ans et plus. Avant de commencer le traitement: Avant le début de la thérapie, un centre de référence doit obtenir un engagement de prise en charge des frais de la part de l’assureur-maladie après consultation préalable du médecin conseil. Les données sur lesquelles une décision doit être prise quant à la poursuite ou à l’arrêt du traitement doivent être envoyées au médecin conseil, sur demande. Avant que le traitement ne soit initié dans un centre de référence (liste: voir ci-dessous), le patient ou les tuteurs légaux sont informés des critères de remboursement (incl. les critères d’arrêt du traitement). KOSELUGO n’est remboursé que pour les tumeurs symptomatiques et inopérables. Le traitement peut être commencé si des morbidités telles que défiguration, dysfonctionnement moteur, douleur intense, dysfonction des voies respiratoires, déficience visuelle et dysfonction de la vessie / intestin sont présentes. La thérapie doit être effectuée dans l’un des centres suivants, qui sont des institutions membres du Groupe suisse d’oncologie pédiatrique (SPOG). Selon le centre, la thérapie peut également être effectuée dans des départements spécialisés du département de pédiatrie des centres respectifs: Aarau, Hôpital cantonal: oncologie pédiatrique ou neuropédiatrie, Bâle, Hôpital universitaire pour enfants de Bâle (UKBB): oncologie et hématologie pédiatriques et/ou neuropédiatrie, Bellinzona, Ospedale Regionale di Bellinzona e Valli (EOC), Berne, Hôpital pour enfants Inselspital: hématologie et oncologie pédiatriques et/ou neuropédiatrie, Genève, Hématologie-oncologie pédiatrique et/ou Neuropédiatrie aux HUG, Lausanne, Hémato-oncologie pédiatrique et/ou Neuropédiatrie du CHUV, Lucerne, Hôpital cantonal: oncologie pédiatrique et/ou neuropédiatrie, Saint-Gall, Hôpital pour enfants de Suisse orientale: hématologie et oncologie et/ou neuropédiatrie, Zurich, Hôpital universitaire pour enfants: oncologie et/ou neuropédiatrie. Poursuite du traitement: Tous les 6 mois, l’activité de la maladie et l’effet thérapeutique doivent être évalués par le centre. Le traitement peut être poursuivi si une réponse a été détectée après 1/2 ans au plus tard. Chez les patients sans progression tumorale documentée (1,5 an avant le début du traitement), la durée du traitement est limitée à 2 ans selon l’étude d’approbation. Dans l’étude pivot, une réponse partielle a été définie comme une réduction d’au moins 20 % du volume du neurofibrome par rapport à l’inclusion; une réponse partielle confirmée a été définie comme une réponse partielle à des examens de reprise successifs à au moins 3 mois d’intervalle; et une réponse partielle persistante a été définie comme une réponse partielle qui a duré au moins 12 cycles (environ 1 an). KOSELUGO n’est pas approuvé pour le traitement des patients adultes. Arrêt du traitement: En cas de progression de la maladie ou de toxicité inacceptable, le traitement doit être interrompu. Après le 18ème anniversaire, une tentative d’arrêt du traitement doit être effectuée. Aucun remboursement de KOSELUGO chez les patients adultes n’est approuvé , car les données sont limitées pour ces patients. Chez les patients sans progression tumorale documentée dans les 1,5 ans précédant le début du traitement par KOSELUGO, le remboursement est limité à un maximum de 2 ans. Remboursements: Alexion Pharma, dans le cadre d’un modèle de prévoyance, rembourse à l’assureur-maladie auprès duquel l’assuré était couvert au moment de l’achat, ou resp. à l’AI, à sa première demande, un numéro fixe de mois de traitement (au cours de la première année de traitement) au PAF actuel. Il informe l’assureur-maladie du nombre de mois de thérapie à rembourser. Alexion Pharma rembourse à l’assureur-maladie auprès duquel l’assuré était couvert au moment de l’achat , ou resp. à l’IAI, une part fixe du prix de vente usine pour chaque boîte supplémentaire achetée. Alexion Pharma informe l’assureur-maladie du montant du remboursement ultérieur. La TVA ne peut pas être récupérée en plus de cette part du prix de vente usine. La demande de remboursement doit être faite dès le moment de l’administration. Le code suivant doit être envoyé à l’assureur maladie: 21402.01"
3116;;percentage;5.0;per_year;after_months;6;months;"[{""type"": ""after_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""après 6 mois""}, {""type"": ""after_weeks"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""après 16 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""traitement de 16 semaines""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par an""}]";4;0;0;0;"[""WEGOVY"", ""SAXENDA""]";Adultes: Utilisation uniquement chez les personnes non diabétiques et chez les personnes diabétiques (DS de type 2) qui n’ont pas reçu de traitement préalable par agonistes du récepteur du GLP-1: En complément d’un régime avec un déficit de 500 kcal/jour, de conseils diététiques d’accompagnement et d’une activité physique renforcée et justifiée (par ex. podomètre) chez des patients motivés (sans opérations bariatriques passées ou prévues) pour la régulation pondérale chez les patients adultes présentant un: - IMC ≥ 35 kg/m² - IMC ≥ 28 kg/m² en cas de comorbidités liées au poids (pré-diabète ou diabète sucré de type 2, hypertension artérielle, dyslipidémie). Le traitement nécessite une garantie de prise en charge par l’assurance-maladie après consultation préalable du médecin-conseil. Un régime alimentaire avec un déficit de 500 kcal/jour doit être respecté et documenté afin d’obtenir le remboursement de Saxenda, et ceci doit être confirmé vis-à-vis de l’assureur. La prescription ne peut être délivrée que par un médecin spécialiste FMH en endocrinologie/diabétologie ainsi que dans des centres d’obésité. Les centres d’obésité doivent remplir les critères suivants: - Le centre emploie au moins deux médecins spécialistes disposant de l’un des titres de spécialiste suivants: &nbspo Endocrinologie/Diabétologie et/ou &nbspo Médecine interne et/ou &nbspo Chirurgien FMH/Titre de spécialiste en chirurgie viscérale. - Le centre dispose en outre d’un-e diététicien-ne (selon l’art. 11 de la LFPS182) ou peut démontrer une collaboration avec un-e diététicien-ne externe (selon l’art. 11 de la LFPS182). - Le médecin responsable du centre est membre de l’ASEMO, de la SSED ou de la SMOB. - Le réseau interdisciplinaire du centre de l’obésité comprend au moins un-e psychiatre/psychologue clinicien-ne et un-e physiothérapeute certifié-e. - L’établissement traite au moins 300 patients atteints d’obésité par an. Il existe, pour les patients ayant commencé leur traitement jusqu'au 31 mai 2023 chez un médecin figurant sur la liste actuelle des médecins expérimentés dans le traitement de l’obésité, une période de transition de 12 mois jusqu’au 31 mai 2024. Le traitement doit être arrêté chez les patients dont l'IMC est ≥ 28 et < 35 et qui n'ont pas perdu au moins 5% de leur poids corporel initial après 16 semaines de traitement (4 semaines de titrage, 12 semaines de traitement à 3 mg/jour) et chez les patients dont l'IMC est ≥ 35 et qui n'ont pas perdu au moins 7% de leur poids corporel initial après 16 semaines de traitement (4 semaines de titrage, 12 semaines de traitement à 3 mg/jour) par rapport au début du traitement par Saxenda. Après 6 mois supplémentaires, le traitement doit être interrompu si les patients ayant un IMC ≥ 28 kg/m² et < 35 kg/m² n’ont pas pu obtenir une réduction de poids totale d’au moins 10% par rapport au poids initial et si les patients ayant un IMC ≥ 35 kg/m² n’ont pas pu obtenir une réduction de poids totale d’au moins 12%. Pour une thérapie consécutive au-delà de la phase initiale de traitement, une nouvelle garantie de prise en charge doit être obtenue. Les pertes de poids après 16 semaines et après 10 mois au total doivent être justifiées. Un contrôle d’efficacité doit ensuite en principe être effectué tous les 6 mois. Saxenda peut être remboursé pendant 3 ans au maximum si les critères de remboursement susmentionnés sont respectés. En cas de reprise de poids, si le poids du patient est supérieur à l’objectif à atteindre après 10 mois par rapport au poids initial (-10%, resp. -12%), le traitement doit être interrompu. Le traitement doit également être interrompu dès lors qu’un IMC < 25 kg/m² est atteint. Le traitement peut être repris sans dépasser la durée maximale de traitement de 3 ans si l’IMC de ces personnes augmente à nouveau au-delà de 25 kg/m². Il en va de même si le traitement doit être interrompu pour d’autres raisons justifiées, comme par exemple une grossesse. Les critères d’interruption (poids cibleMois 10 = 10% resp. 12% de moins que le poids initial) restent inchangés. Saxenda ne doit pas être combiné à d’autres agonistes du récepteur du GLP-1, à des gliptines, à des inhibiteurs du SGLT-2 ou à de l’insuline. Saxenda ne doit pas être combiné à d’autres médicaments (par ex. médicaments contenant de l’orlistat) pour la réduction du poids. Un remboursement est en principe exclu en cas de reprise du traitement lorsqu’une perte d’au moins 5%, resp. 7%, du poids corporel initial n’avait pas été obtenue lors d’un premier traitement de 16 semaines (patients non répondeurs) par Saxenda. Un changement de traitement de Saxenda à Wegovy doit en principe être possible. La durée maximale de traitement d’une monothérapie par Saxenda ou d’un traitement séquentiel par Wegovy après Saxenda est de 3 ans. Le passage de Wegovy à Saxenda n’est pas pris en charge. Adolescents: Saxenda est utilisé en complément d’un régime hypocalorique et d’une activité physique accrue pour la régulation du poids chez: les adolescents de 12 ans et plus dont le poids corporel est ≥ 60 kg et qui ont une obésité selon les valeurs limites acceptées au niveau international (correspond à un IMC ≥ 35 kg/m² chez les adultes)*. *Seuils IMC de l’IOTF pour l’obésité par sexe pour les jeunes de 12 à 18 ans. Âge (ans) / Indice de masse corporelle 35 kg/m² (Masculin / Féminin) 12 / 31.21 / 31.66 12.5 / 31.73 / 32.33 13 / 32.19 / 32.91 13.5 / 32.61 / 33.39 14 / 32.98 / 33.78 14.5 / 33.29 / 34.07 15 / 33.56 / 34.28 15.5 / 33.78 / 34.43 16 / 33.98 / 34.55 16.5 / 34.19 / 34.64 17 / 34.43 / 34.75 17.5 / 34.71 / 34.87 18 / 35.00 / 35.00 Le traitement par Saxenda devrait être interrompu et réévalué si l’IMC ou le score Z de l’IMC des patients ne s’est pas amélioré d’au moins 4% après administration de 3 mg/jour ou de la dose maximale tolérée sur 12 semaines. La prescription doit être faite: - par des endocrinologues pédiatriques ou - par des médecins accrédités en tant que responsables de programmes de traitement individuel multiprofessionnel et structuré d’enfants et d’adolescents obèses en surpoids (MSIT) conformément au règlement de certification (A) (https://www.akj-ch.ch/fr/professionnels/therapie/programme-individuel/) ou - dans un centre de référence de l’obésité pédiatrique selon le règlement de certification (C) de la Société Suisse de Pédiatrie (SGP) et de l’Association Suisse Obésité de l’Enfant et de l’Adolescent (AKJ) (https://www.akj- https://www.akj-ch.ch/fr/professionnels/therapie/centres-de-reference/). Le contrôle du traitement de base doit, chez les adolescents de moins 18 ans, être effectué au moins tous les 3 mois en ce qui concerne l’alimentation, l’activité physique et la santé psychique. Le traitement par Saxenda doit être réévalué dès que les adolescents ont atteint l’âge adulte. Les critères applicables sont alors les mêmes que pour les adultes. La durée maximale du traitement est également de 3 ans pour les jeunes qui atteignent l’âge adulte.
3120;;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""XOSPATA""]";Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, dès la première demande de l’assurance, une part fixe du prix de fabrique pour chaque emballage remis de XOSPATA.
3121;Roche Pharma (Suisse) SA;chf_fixed;0.56;per_mg;;;;;0;0;0;1;"[""AVASTIN""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Roche Pharma (Suisse) SA rembourse pour le traitement Fr. 0.56 par mg d’Avastin. En cas de prescription médicale appropriée, Avastin est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3122;Roche Pharma (Suisse) SA;chf_fixed;0.39;per_mg;;;;;0;0;0;1;"[""AVASTIN""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Roche Pharma (Suisse) SA rembourse pour le traitement Fr. 0.39 par mg d’Avastin. En cas de prescription médicale appropriée, Avastin est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3123;Teva Pharma SA;chf_fixed;0.27;per_mg;;;;;0;0;0;1;"[""BEVACIZUMAB-TEVA""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.27 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
